Hotel Name,City,State,Nearest Airport 1,Distance to Airport 1 (miles),Nearest Airport 2,Distance to Airport 2 (miles),Nearest Airport 3,Distance to Airport 3 (miles),Average Price per Night (USD),Cab Service Name,Hospital Name,Nearest Airport 1,Distance to Airport 1 (miles),Nearest Airport 2,Distance to Airport 2 (miles),Nearest Airport 3,Distance to Airport 3 (miles)
Desert Resort,Seattle,WA,SEA,22.6,PAE,35.4,BFI,20.8,231.5,Premier Rides,Regional Medical Center,SEA,9.4,PAE,44,BFI,31
Harbor View Hotel,Seattle,WA,SEA,41.9,PAE,17.9,BFI,32.4,127.61,Yellow Cab,Southern Health Clinic,SEA,12.3,PAE,21.3,BFI,20.3
Harbor View Hotel,Seattle,WA,SEA,29.9,PAE,18.1,BFI,35.4,116.39,BlueLine Taxi,Community Hospital,SEA,21.5,PAE,26.9,BFI,37.3
Pine Tree Inn,Seattle,WA,SEA,23.4,PAE,22.1,BFI,13.1,246.78,Urban Cabs,Main Street Medical Center,SEA,39.6,PAE,10.2,BFI,2.5
Capitol Stay,Seattle,WA,SEA,19,PAE,49,BFI,25,211.19,TopRide Taxi,Central Clinic,SEA,43.3,PAE,48,BFI,6.9
Capitol Stay,Seattle,WA,SEA,27.7,PAE,42.9,BFI,44.7,171.37,TopRide Taxi,Lakeside Medical Center,SEA,15,PAE,2.7,BFI,44.9
Sunset Inn,Seattle,WA,SEA,8.2,PAE,31.5,BFI,35.2,159.68,Star Taxi,City Medical Center,SEA,3,PAE,15.9,BFI,12.4
Urban Retreat,Seattle,WA,SEA,39.4,PAE,36.1,BFI,11.5,204.52,Eagle Taxi,Lakeside Medical Center,SEA,46.9,PAE,7.6,BFI,32.4
Metro Inn,Seattle,WA,SEA,16.3,PAE,30.4,BFI,21,263.87,Royal Cab,Lakeside Medical Center,SEA,5.8,PAE,17.1,BFI,8.3
Lakeside Inn,Seattle,WA,SEA,30.5,PAE,41.3,BFI,25.7,250.04,Golden Cab,Urban Health Clinic,SEA,14.1,PAE,8,BFI,35.7
Maple Leaf Lodge,Seattle,WA,SEA,24.6,PAE,41,BFI,40.1,114.07,Sunshine Taxi,Northside Hospital,SEA,23.1,PAE,42.6,BFI,37.9
Maple Leaf Lodge,Seattle,WA,SEA,6.1,PAE,12.3,BFI,12.9,210.18,Speedy Taxi,Regional Medical Center,SEA,15.2,PAE,33.2,BFI,42.1
Grand Plaza,Seattle,WA,SEA,10.3,PAE,1.8,BFI,34.5,265.91,Premier Rides,City Health Clinic,SEA,23.9,PAE,26.7,BFI,34.1
Ocean View Hotel,Seattle,WA,SEA,17.5,PAE,45.6,BFI,39.1,201.85,Alpha Cab,Urban Health Clinic,SEA,2.4,PAE,3.2,BFI,3.9
Crystal Waters Hotel,Seattle,WA,SEA,17.3,PAE,30.4,BFI,13.2,290.11,City Cab,Community Hospital,SEA,4.1,PAE,12.6,BFI,19
Harbor View Hotel,Seattle,WA,SEA,43,PAE,34.5,BFI,21.1,262.35,Comfort Ride,Harbor Hospital,SEA,2.4,PAE,1.5,BFI,17.5
Coastal Breeze Hotel,Seattle,WA,SEA,23.5,PAE,1.3,BFI,15.6,261.19,BlueLine Taxi,Mountain View Hospital,SEA,7.4,PAE,46.9,BFI,27.2
Mountain Peak Lodge,Seattle,WA,SEA,13.8,PAE,38.7,BFI,43.1,101.23,Reliable Rides,Green Valley Hospital,SEA,42.1,PAE,48.7,BFI,1.1
Metro Inn,Seattle,WA,SEA,21.7,PAE,15.3,BFI,11,224.26,Urban Cabs,Southern Health Clinic,SEA,27.7,PAE,39.9,BFI,33.7
Harbor View Hotel,Seattle,WA,SEA,20,PAE,48.6,BFI,24.2,170.94,Alpha Cab,City Medical Center,SEA,5.3,PAE,7.9,BFI,21.8
Crystal Waters Hotel,Seattle,WA,SEA,15.2,PAE,37.5,BFI,46.7,169.49,Liberty Taxi,Northeast Medical Center,SEA,23.9,PAE,28.8,BFI,2.9
City Center Lodge,Seattle,WA,SEA,17.3,PAE,27.2,BFI,46,219.28,Star Taxi,Riverfront Medical Center,SEA,23.6,PAE,44.2,BFI,41.2
Broadway Hotel,Seattle,WA,SEA,9,PAE,9,BFI,23,124.88,Liberty Taxi,Valley Health Center,SEA,42.1,PAE,15,BFI,32.9
Harbor View Hotel,Seattle,WA,SEA,49,PAE,18.8,BFI,42.6,106.62,Metro Taxi,West End Hospital,SEA,45.5,PAE,36,BFI,35.4
Lakeside Inn,Seattle,WA,SEA,37.4,PAE,31.3,BFI,13.2,287.17,Speedy Taxi,Community Hospital,SEA,17.3,PAE,18.2,BFI,24.5
Mountain Peak Lodge,Seattle,WA,SEA,48.5,PAE,6.3,BFI,4.1,145.4,Reliable Rides,Central Clinic,SEA,23.1,PAE,29,BFI,25.1
Maple Leaf Lodge,Seattle,WA,SEA,36,PAE,44.5,BFI,4.4,218.87,First Choice Taxi,Sunrise Hospital,SEA,36.1,PAE,23.8,BFI,6
Garden Court Hotel,Seattle,WA,SEA,34.9,PAE,38.9,BFI,36.3,230.66,Reliable Rides,Coastal Health Center,SEA,31.7,PAE,14,BFI,33.8
Ocean View Hotel,Seattle,WA,SEA,35.9,PAE,23.3,BFI,30.6,216,Reliable Rides,Eastside Medical Center,SEA,20.1,PAE,8.6,BFI,24.2
Capitol Stay,Seattle,WA,SEA,9.4,PAE,32.3,BFI,38.1,238.53,Rapid Cab,Northside Hospital,SEA,18.2,PAE,34.7,BFI,28.4
Skyline Suites,Seattle,WA,SEA,49.9,PAE,31.1,BFI,10.1,213.63,Metro Taxi,Memorial Hospital,SEA,21.3,PAE,29.1,BFI,38.3
Lakeside Inn,Seattle,WA,SEA,8.4,PAE,6,BFI,6.8,229.93,Green Cab,Urban Health Clinic,SEA,5.2,PAE,33.6,BFI,20.5
Palm Grove Hotel,Seattle,WA,SEA,29.9,PAE,41.7,BFI,48.2,196.15,Express Cab,City Medical Center,SEA,25.7,PAE,13.7,BFI,43.5
Palm Grove Hotel,Seattle,WA,SEA,32.7,PAE,14.6,BFI,29.3,250.4,Town Car Service,St. Mary's Hospital,ORD,23.2,MDW,17.6,RFD,0.6
Capitol Stay,Seattle,WA,SEA,5.8,PAE,19.9,BFI,37.1,205.72,Star Taxi,Mountain View Hospital,ORD,19.3,MDW,44.8,RFD,12
Crystal Waters Hotel,Seattle,WA,SEA,3.7,PAE,47.6,BFI,19.4,253.1,Sunshine Taxi,Main Street Medical Center,ORD,30.1,MDW,27.6,RFD,34
Capitol Stay,Seattle,WA,SEA,37.4,PAE,12,BFI,12.8,264.9,Royal Cab,Downtown Medical Center,ORD,42.4,MDW,10.3,RFD,7.3
Ocean View Hotel,Seattle,WA,SEA,40.8,PAE,37.9,BFI,7,123.16,Star Taxi,Lakeside Medical Center,ORD,39.7,MDW,4.6,RFD,21.2
Mountain Peak Lodge,Seattle,WA,SEA,45.9,PAE,45.5,BFI,3.7,249.69,Alpha Cab,Regional Medical Center,ORD,26.2,MDW,37.1,RFD,37.1
Lakeside Inn,Seattle,WA,SEA,24,PAE,7.1,BFI,8,278.91,BlueLine Taxi,Regional Medical Center,ORD,43.5,MDW,20.9,RFD,10.9
Golden Gate Hotel,Seattle,WA,SEA,21.7,PAE,6.9,BFI,1.9,100.95,Premier Rides,Riverfront Medical Center,ORD,1.3,MDW,8.9,RFD,17.3
Coastal Breeze Hotel,Seattle,WA,SEA,37,PAE,25.4,BFI,23.7,271.22,Urban Cabs,Regional Medical Center,ORD,49.8,MDW,45.1,RFD,47.5
Harbor View Hotel,Seattle,WA,SEA,13.5,PAE,23.8,BFI,21.8,162.16,Premier Rides,City Medical Center,ORD,1,MDW,41.4,RFD,16.3
Crystal Waters Hotel,Seattle,WA,SEA,47,PAE,36.6,BFI,39.1,241.15,City Cab,Green Valley Hospital,ORD,8,MDW,36.1,RFD,30.4
Sunset Inn,Seattle,WA,SEA,47.7,PAE,3.2,BFI,13.2,227.46,Best Taxi,Southern Health Clinic,ORD,9.5,MDW,33.9,RFD,41.5
Ocean View Hotel,Seattle,WA,SEA,14.8,PAE,31.8,BFI,33,261.1,Urban Cabs,Valley Health Center,ORD,41.9,MDW,32.9,RFD,9.4
Pine Tree Inn,Seattle,WA,SEA,48,PAE,10.3,BFI,34.7,213.24,Best Taxi,City Health Clinic,ORD,5,MDW,44.7,RFD,49.1
Urban Retreat,Seattle,WA,SEA,32.1,PAE,43.1,BFI,39.9,238.68,Best Taxi,Eastside Medical Center,ORD,10.2,MDW,31.6,RFD,21.1
Bay Area Hotel,Seattle,WA,SEA,49.6,PAE,25.4,BFI,3.8,118.13,Green Cab,Sunrise Hospital,ORD,24.5,MDW,22.3,RFD,10.9
Golden Gate Hotel,Seattle,WA,SEA,44.9,PAE,11.5,BFI,22.8,131.01,Alpha Cab,Regional Medical Center,ORD,6,MDW,39,RFD,26.7
Bay Area Hotel,Seattle,WA,SEA,1.4,PAE,42.1,BFI,38.8,144.19,Best Taxi,Mountain View Hospital,ORD,17,MDW,45,RFD,27.6
Palm Grove Hotel,Seattle,WA,SEA,40.9,PAE,23.4,BFI,22.8,135.05,Town Car Service,Southern Health Clinic,ORD,9.6,MDW,20.6,RFD,19.2
Skyline Suites,Seattle,WA,SEA,45.9,PAE,33.3,BFI,6.4,145.18,Premier Rides,City Medical Center,ORD,39.4,MDW,23.8,RFD,32.4
Bay Area Hotel,Seattle,WA,SEA,40.5,PAE,6.5,BFI,38.5,135.58,Urban Cabs,City Health Clinic,ORD,13.7,MDW,7.5,RFD,12.3
Lakeside Inn,Seattle,WA,SEA,9.1,PAE,18.9,BFI,29.9,174.21,Best Taxi,Harbor Hospital,ORD,28.9,MDW,18.6,RFD,4.4
Ocean View Hotel,Chicago,IL,ORD,18.6,MDW,2.9,RFD,37,127.13,Green Cab,Valley Health Center,ORD,41,MDW,37.5,RFD,14.6
Skyline Suites,Chicago,IL,ORD,26.3,MDW,48.1,RFD,19.2,119.48,Quick Ride,Riverfront Medical Center,ORD,21.8,MDW,15,RFD,49.3
Mountain Peak Lodge,Chicago,IL,ORD,21.8,MDW,1,RFD,29.7,219.08,City Cab,City Health Clinic,ORD,39.7,MDW,46.3,RFD,48.7
Skyline Suites,Chicago,IL,ORD,17.6,MDW,11.6,RFD,34.2,244.21,BlueLine Taxi,Northside Hospital,ORD,28.4,MDW,31.1,RFD,32.9
Crystal Waters Hotel,Chicago,IL,ORD,14.3,MDW,33.9,RFD,43.8,232.91,BlueLine Taxi,City Medical Center,ORD,14.7,MDW,17.6,RFD,25
Sapphire Hotel,Chicago,IL,ORD,13.7,MDW,0.7,RFD,18.7,251.7,Comfort Ride,Green Valley Hospital,ORD,32.9,MDW,3.2,RFD,4.7
City Center Lodge,Chicago,IL,ORD,21.3,MDW,11.4,RFD,46.7,150.2,Quick Ride,Downtown Medical Center,ORD,4.7,MDW,11,RFD,25.9
Urban Retreat,Chicago,IL,ORD,34.9,MDW,46.8,RFD,43.9,263.28,Speedy Taxi,City Health Clinic,ORD,23.5,MDW,13.6,RFD,33.7
Urban Retreat,Chicago,IL,ORD,18.6,MDW,38.4,RFD,0.5,156.38,Town Car Service,Green Valley Hospital,ORD,42.5,MDW,36.1,RFD,21.7
City Center Lodge,Chicago,IL,ORD,40.8,MDW,14.6,RFD,36.1,103.84,Yellow Cab,Southern Health Clinic,ORD,4.7,MDW,30.2,RFD,29.2
Maple Leaf Lodge,Chicago,IL,ORD,1.4,MDW,43.8,RFD,18.4,133.01,Liberty Taxi,West End Hospital,ORD,31.8,MDW,19.1,RFD,23
Palm Grove Hotel,Chicago,IL,ORD,38.4,MDW,26.5,RFD,23.3,111.65,Reliable Rides,Southern Health Clinic,ORD,41.2,MDW,12.1,RFD,7.8
Metro Inn,Chicago,IL,ORD,20.5,MDW,18.1,RFD,11.7,248.62,First Choice Taxi,City Health Clinic,ORD,47.8,MDW,47.5,RFD,31.1
Pine Tree Inn,Chicago,IL,ORD,43.8,MDW,36.1,RFD,43.8,279.16,Metro Taxi,Harbor Hospital,ORD,40.2,MDW,27.8,RFD,9.4
Pine Tree Inn,Chicago,IL,ORD,6.9,MDW,35.4,RFD,45.4,256.7,Best Taxi,Sunrise Hospital,ORD,10.4,MDW,7.8,RFD,47.9
Maple Leaf Lodge,Chicago,IL,ORD,42.7,MDW,5.8,RFD,33.9,296.16,First Choice Taxi,Southern Health Clinic,ORD,7.8,MDW,7.1,RFD,21
Harbor View Hotel,Chicago,IL,ORD,23.4,MDW,49,RFD,49,191.12,Quick Ride,Central Clinic,ORD,40.6,MDW,46.3,RFD,44.7
Urban Retreat,Chicago,IL,ORD,38.7,MDW,6.2,RFD,39.1,122.98,Speedy Taxi,Urban Health Clinic,ORD,42.7,MDW,47.7,RFD,49.7
Sunset Inn,Chicago,IL,ORD,35.9,MDW,40.9,RFD,8.5,166.91,Speedy Taxi,Southern Health Clinic,ORD,43.7,MDW,47.9,RFD,38.3
Garden Court Hotel,Chicago,IL,ORD,36.3,MDW,44.2,RFD,14.6,253.13,Royal Cab,Eastside Medical Center,ORD,41.2,MDW,32.8,RFD,29.1
Sunset Inn,Chicago,IL,ORD,23,MDW,24.8,RFD,47.8,192.74,Golden Cab,Downtown Medical Center,ORD,44.2,MDW,23.7,RFD,3.6
Capitol Stay,Chicago,IL,ORD,15.6,MDW,9,RFD,43.4,120.36,Reliable Rides,Central Clinic,ORD,39.6,MDW,6.4,RFD,22.7
Broadway Hotel,Chicago,IL,ORD,38.1,MDW,42.7,RFD,45.3,137.6,First Choice Taxi,Eastside Medical Center,ORD,4.7,MDW,42.5,RFD,11.7
Emerald Isle Hotel,Chicago,IL,ORD,35.3,MDW,8.5,RFD,11,200.17,Royal Cab,West End Hospital,ORD,35.2,MDW,11.6,RFD,16.6
Harbor View Hotel,Chicago,IL,ORD,6.2,MDW,9.8,RFD,13.3,263.08,Speedy Taxi,Green Valley Hospital,ORD,32.5,MDW,16,RFD,49
Desert Resort,Chicago,IL,ORD,36.5,MDW,34.3,RFD,46.4,223.03,Elite Taxi,Southern Health Clinic,ORD,12.6,MDW,25.4,RFD,2.8
Ocean View Hotel,Chicago,IL,ORD,18,MDW,25.3,RFD,43.6,104.36,Royal Cab,Mountain View Hospital,ORD,41.2,MDW,35.6,RFD,24.5
Lakeside Inn,Chicago,IL,ORD,20.9,MDW,26.7,RFD,38.2,146.77,City Cab,Central Clinic,ORD,19.3,MDW,11.1,RFD,47.3
City Center Lodge,Chicago,IL,ORD,9.4,MDW,14.5,RFD,5.6,169.72,Town Car Service,Riverfront Medical Center,ORD,23.9,MDW,44.4,RFD,5
Crystal Waters Hotel,Chicago,IL,ORD,8,MDW,10,RFD,30.9,298.87,Eagle Taxi,City Medical Center,ORD,27.6,MDW,22.8,RFD,4.2
Riverfront Hotel,Chicago,IL,ORD,18.6,MDW,6.8,RFD,25.2,213.86,BlueLine Taxi,General Hospital,ORD,40.5,MDW,41.8,RFD,0.7
Lakeside Inn,Chicago,IL,ORD,5.1,MDW,47.2,RFD,43.7,185.36,Reliable Rides,Valley Health Center,ORD,13.9,MDW,3.1,RFD,15.1
Crystal Waters Hotel,Chicago,IL,ORD,43.3,MDW,27.6,RFD,40,178.21,Green Cab,Harbor Hospital,ORD,38,MDW,35.6,RFD,10.2
Coastal Breeze Hotel,Chicago,IL,ORD,7.8,MDW,25.6,RFD,42.8,156.2,First Choice Taxi,Sunrise Hospital,ORD,28.9,MDW,24,RFD,42.6
Maple Leaf Lodge,Chicago,IL,ORD,39.6,MDW,37.8,RFD,40.3,215.28,Best Taxi,Green Valley Hospital,ORD,31.3,MDW,35.5,RFD,0.9
Garden Court Hotel,Chicago,IL,ORD,14.3,MDW,33,RFD,43.1,226.22,Elite Taxi,Northeast Medical Center,ORD,34,MDW,5.9,RFD,7.9
Lakeside Inn,Chicago,IL,ORD,19.1,MDW,18.4,RFD,7.3,154.19,TopRide Taxi,Eastside Medical Center,ORD,42.1,MDW,33.5,RFD,30
Riverfront Hotel,Chicago,IL,ORD,41.6,MDW,13.1,RFD,19.7,212.58,TopRide Taxi,Riverfront Medical Center,ORD,21.2,MDW,49.9,RFD,38.6
Coastal Breeze Hotel,Chicago,IL,ORD,32.3,MDW,46.1,RFD,8.9,112.29,Premier Rides,Main Street Medical Center,ORD,5.7,MDW,31.7,RFD,10.1
Maple Leaf Lodge,Chicago,IL,ORD,19.9,MDW,21.6,RFD,32,205.12,Reliable Rides,Downtown Medical Center,ORD,1.9,MDW,26.9,RFD,28.8
Metro Inn,Chicago,IL,ORD,2.3,MDW,6.2,RFD,6.1,286.66,Liberty Taxi,General Hospital,ORD,20.2,MDW,25.8,RFD,30.4
Ocean View Hotel,Chicago,IL,ORD,16.6,MDW,25.6,RFD,15.9,177.51,Rapid Cab,Urban Health Clinic,ORD,14.6,MDW,26.2,RFD,33.4
Bay Area Hotel,Chicago,IL,ORD,42.5,MDW,13.5,RFD,12,206.83,Express Cab,General Hospital,ORD,19.7,MDW,3.2,RFD,25.3
Desert Resort,Chicago,IL,ORD,13.2,MDW,7.5,RFD,45.4,144.28,Urban Cabs,Main Street Medical Center,ORD,10.3,MDW,13.8,RFD,17.8
Golden Gate Hotel,Chicago,IL,ORD,20.9,MDW,41.2,RFD,46.3,255.57,TopRide Taxi,Lakeside Medical Center,ORD,29,MDW,39.7,RFD,13
Central Park Inn,Chicago,IL,ORD,39.2,MDW,25.2,RFD,10.7,217.08,Metro Taxi,Riverfront Medical Center,ORD,12.5,MDW,42.3,RFD,34.1
Capitol Stay,Chicago,IL,ORD,30.2,MDW,3.5,RFD,30.6,194.28,Comfort Ride,Memorial Hospital,ORD,35,MDW,17.2,RFD,37.3
Maple Leaf Lodge,Chicago,IL,ORD,41.8,MDW,0.6,RFD,0.7,170.59,City Cab,Riverfront Medical Center,ORD,22.7,MDW,4.5,RFD,5.9
Metro Inn,Chicago,IL,ORD,28.3,MDW,35.2,RFD,2.5,106.76,Yellow Cab,Harbor Hospital,ORD,42.7,MDW,41,RFD,37.7
Urban Retreat,Chicago,IL,ORD,6,MDW,16.8,RFD,9.8,255.85,First Choice Taxi,Valley Health Center,ORD,26.3,MDW,38.9,RFD,33
Mountain Peak Lodge,Chicago,IL,ORD,34,MDW,42.1,RFD,49.1,226.4,TopRide Taxi,Valley Health Center,ORD,17.3,MDW,14,RFD,9.2
Skyline Suites,Chicago,IL,ORD,24.7,MDW,47.2,RFD,17.6,222.03,Golden Cab,Valley Health Center,ORD,13.9,MDW,30.1,RFD,35.3
Skyline Suites,Chicago,IL,ORD,14.5,MDW,34.9,RFD,38.4,183.09,Metro Taxi,Regional Medical Center,ORD,40,MDW,22.5,RFD,24.8
Central Park Inn,Chicago,IL,ORD,7.6,MDW,23,RFD,47.3,142.45,Reliable Rides,City Medical Center,ORD,23.2,MDW,9.7,RFD,8.3
Sunset Inn,Chicago,IL,ORD,46.5,MDW,31.4,RFD,17.9,238.96,First Choice Taxi,Downtown Medical Center,ORD,26.8,MDW,16.6,RFD,47.7
Crystal Waters Hotel,Chicago,IL,ORD,24.8,MDW,29.5,RFD,7,270.38,Eagle Taxi,Main Street Medical Center,ORD,15.7,MDW,37.3,RFD,41.8
Garden Court Hotel,Chicago,IL,ORD,21.3,MDW,24,RFD,20.1,174.09,BlueLine Taxi,City Health Clinic,ORD,38.5,MDW,37.3,RFD,27.9
Lakeside Inn,Chicago,IL,ORD,11.4,MDW,42.4,RFD,36,109.72,Alpha Cab,Mountain View Hospital,ORD,27.1,MDW,38.4,RFD,20.3
Central Park Inn,Chicago,IL,ORD,13.4,MDW,40,RFD,1.6,250.08,Yellow Cab,Memorial Hospital,ORD,1.4,MDW,18.4,RFD,13.1
Emerald Isle Hotel,Chicago,IL,ORD,4.7,MDW,16.2,RFD,38.4,181.97,Star Taxi,Harbor Hospital,ORD,31.4,MDW,10.6,RFD,42.5
Emerald Isle Hotel,Chicago,IL,ORD,44.6,MDW,23.9,RFD,27,260.7,City Cab,Main Street Medical Center,ORD,17.1,MDW,12.3,RFD,6.6
Palm Grove Hotel,Chicago,IL,ORD,7.5,MDW,15.3,RFD,35.1,114.57,Eagle Taxi,Sunrise Hospital,ORD,37,MDW,17.6,RFD,39
Sapphire Hotel,Chicago,IL,ORD,10.2,MDW,7.2,RFD,48.3,135.26,Quick Ride,Urban Health Clinic,ORD,9.7,MDW,29.9,RFD,0.5
Pine Tree Inn,Chicago,IL,ORD,12.4,MDW,44.1,RFD,1.7,181.43,Speedy Taxi,City Medical Center,ORD,1.8,MDW,25.4,RFD,35
Bay Area Hotel,Chicago,IL,ORD,23.9,MDW,38,RFD,9.2,101.41,Metro Taxi,Northeast Medical Center,ORD,45.8,MDW,18.9,RFD,9.8
Harbor View Hotel,Chicago,IL,ORD,38.2,MDW,24.9,RFD,39.1,164.31,Speedy Taxi,Coastal Health Center,ORD,26.6,MDW,7.3,RFD,14.5
Mountain Peak Lodge,Chicago,IL,ORD,32.5,MDW,47.9,RFD,6,255.27,Quick Ride,Main Street Medical Center,ORD,24.8,MDW,17.4,RFD,34.4
Maple Leaf Lodge,Chicago,IL,ORD,20.2,MDW,48.1,RFD,3.7,273.42,Town Car Service,General Hospital,ORD,45.2,MDW,29.3,RFD,22
Desert Resort,Chicago,IL,ORD,26.1,MDW,7.5,RFD,29.3,281.68,Reliable Rides,St. Mary's Hospital,ORD,19.5,MDW,30.2,RFD,8.9
Riverfront Hotel,Chicago,IL,ORD,6.3,MDW,24.5,RFD,31.1,269.51,City Cab,Pine Valley Hospital,ORD,1.1,MDW,49.6,RFD,28.1
Broadway Hotel,Chicago,IL,ORD,8.2,MDW,37.8,RFD,12.4,165.18,Sunshine Taxi,Sunrise Hospital,ORD,31.1,MDW,45.4,RFD,9.7
Crystal Waters Hotel,Chicago,IL,ORD,11.3,MDW,36.1,RFD,14.2,215.55,Royal Cab,Memorial Hospital,ORD,22.2,MDW,40.6,RFD,6.9
Sunset Inn,Chicago,IL,ORD,45.5,MDW,11.3,RFD,10.1,290.41,Premier Rides,Valley Health Center,ORD,47.9,MDW,30.7,RFD,18.7
Desert Resort,Chicago,IL,ORD,9,MDW,40.5,RFD,31.2,163.04,Rapid Cab,Northeast Medical Center,ORD,12.6,MDW,19.6,RFD,24.4
Coastal Breeze Hotel,Chicago,IL,ORD,38,MDW,39.3,RFD,11.4,298.44,Speedy Taxi,Regional Medical Center,ORD,40.5,MDW,26,RFD,9.5
Grand Plaza,Chicago,IL,ORD,5.6,MDW,1.6,RFD,17.6,132.02,Royal Cab,Eastside Medical Center,ORD,37.5,MDW,45.8,RFD,37.6
Sapphire Hotel,Chicago,IL,ORD,5.5,MDW,12.2,RFD,11.8,213.75,TopRide Taxi,Valley Health Center,ORD,3.5,MDW,6.7,RFD,6.4
Urban Retreat,Chicago,IL,ORD,44.3,MDW,8.1,RFD,34.7,260.54,Royal Cab,Community Hospital,ORD,19.6,MDW,40.7,RFD,9.5
Desert Resort,Chicago,IL,ORD,28.7,MDW,34.9,RFD,12.1,248.67,Eagle Taxi,Central Clinic,ORD,29.4,MDW,6.7,RFD,33.4
Metro Inn,Chicago,IL,ORD,33.7,MDW,4.6,RFD,44.7,298.59,Star Taxi,Riverfront Medical Center,ORD,47.3,MDW,44.3,RFD,19.2
Garden Court Hotel,Chicago,IL,ORD,41.3,MDW,25.4,RFD,20.3,104.07,City Cab,City Health Clinic,ORD,6.3,MDW,33.5,RFD,26.1
Bay Area Hotel,Chicago,IL,ORD,23.7,MDW,46.9,RFD,20.4,280.35,Premier Rides,General Hospital,ORD,9.7,MDW,33,RFD,9
Mountain Peak Lodge,Chicago,IL,ORD,26.7,MDW,32.6,RFD,23,144.82,Reliable Rides,West End Hospital,ORD,28.6,MDW,6.7,RFD,20.2
Skyline Suites,Chicago,IL,ORD,40.1,MDW,47.6,RFD,38.4,211.6,Best Taxi,Community Hospital,ORD,16.5,MDW,6.7,RFD,13.9
Sapphire Hotel,Chicago,IL,ORD,17.5,MDW,6,RFD,33,163.28,Royal Cab,West End Hospital,ORD,22,MDW,41.8,RFD,40
Emerald Isle Hotel,Chicago,IL,ORD,27.9,MDW,36,RFD,40.7,218.02,Urban Cabs,Mountain View Hospital,ORD,7.6,MDW,4.6,RFD,48.6
Grand Plaza,Chicago,IL,ORD,2.7,MDW,14.3,RFD,40.2,273.3,Premier Rides,Southern Health Clinic,ORD,41.7,MDW,7.5,RFD,5.2
Lakeside Inn,Chicago,IL,ORD,9.7,MDW,38.7,RFD,6.2,223.52,Elite Taxi,Urban Health Clinic,ORD,33.8,MDW,24.5,RFD,12
Riverfront Hotel,Chicago,IL,ORD,28.8,MDW,6,RFD,41,215.37,Liberty Taxi,Eastside Medical Center,ORD,41.1,MDW,43.7,RFD,33.8
Emerald Isle Hotel,Chicago,IL,ORD,37.2,MDW,16.7,RFD,8.9,200.27,Speedy Taxi,Green Valley Hospital,ORD,16.6,MDW,31.9,RFD,2.8
Ocean View Hotel,Chicago,IL,ORD,44.5,MDW,33.1,RFD,48.2,113.48,Best Taxi,Memorial Hospital,ORD,2.4,MDW,28.3,RFD,12.1
Sunset Inn,Chicago,IL,ORD,8.9,MDW,3.2,RFD,16.5,164.81,Liberty Taxi,General Hospital,ORD,11.2,MDW,6.6,RFD,27
Bay Area Hotel,Chicago,IL,ORD,7.4,MDW,33.3,RFD,40,194.48,Golden Cab,Valley Health Center,ORD,46.4,MDW,5.8,RFD,32.8
Sapphire Hotel,Chicago,IL,ORD,34.7,MDW,4.4,RFD,4,196.96,Town Car Service,City Medical Center,PHX,10,AZA,4.6,SDL,8.3
Riverfront Hotel,Chicago,IL,ORD,47,MDW,25.8,RFD,38.9,126.89,Speedy Taxi,General Hospital,PHX,10.5,AZA,7.1,SDL,21.6
Coastal Breeze Hotel,Chicago,IL,ORD,38.3,MDW,31.3,RFD,24.8,234.7,Comfort Ride,West End Hospital,PHX,3.3,AZA,5.8,SDL,22.6
Riverfront Hotel,Chicago,IL,ORD,29.4,MDW,49.1,RFD,4.8,293.17,Star Taxi,Northeast Medical Center,PHX,38.8,AZA,15.5,SDL,37.7
Lakeside Inn,Chicago,IL,ORD,16.2,MDW,47.8,RFD,23.8,102.59,Sunshine Taxi,Downtown Medical Center,PHX,28,AZA,27.1,SDL,46.4
Lakeside Inn,Chicago,IL,ORD,23.1,MDW,13.8,RFD,48.2,204.88,Premier Rides,Southern Health Clinic,PHX,40.6,AZA,48.1,SDL,27.6
Urban Retreat,Chicago,IL,ORD,36.9,MDW,48.3,RFD,18.7,165.6,Reliable Rides,Downtown Medical Center,PHX,35.9,AZA,35.9,SDL,34.4
Desert Resort,Phoenix,AZ,PHX,47.6,AZA,37.3,SDL,9.7,174.1,Golden Cab,Regional Medical Center,PHX,19.5,AZA,7.4,SDL,17.8
Harbor View Hotel,Phoenix,AZ,PHX,47.8,AZA,26.5,SDL,21.9,145.04,TopRide Taxi,Riverfront Medical Center,PHX,11.1,AZA,20.1,SDL,6.4
Skyline Suites,Phoenix,AZ,PHX,13.7,AZA,31.7,SDL,44.6,250.7,Alpha Cab,Downtown Medical Center,PHX,17.7,AZA,45.3,SDL,2.3
Mountain Peak Lodge,Phoenix,AZ,PHX,26.8,AZA,3.3,SDL,29.1,236.82,Golden Cab,General Hospital,PHX,45.1,AZA,17.2,SDL,18.4
City Center Lodge,Phoenix,AZ,PHX,35.8,AZA,5.4,SDL,4.2,148.49,Premier Rides,Main Street Medical Center,PHX,20.5,AZA,15.5,SDL,19.8
Lakeside Inn,Phoenix,AZ,PHX,2.4,AZA,39,SDL,48.3,113.33,Express Cab,Southern Health Clinic,PHX,20.5,AZA,19.8,SDL,17.7
Bay Area Hotel,Phoenix,AZ,PHX,22.8,AZA,28.5,SDL,31.1,231.32,BlueLine Taxi,Urban Health Clinic,PHX,33.5,AZA,44,SDL,1
