Flight Number,Airline,Origin Airport,Destination Airport,Scheduled Departure Time,Actual Departure Time,Scheduled Arrival Time,Actual Arrival Time,Date,Day of the Week,Distance (miles),Weather Conditions,Delay (minutes)
JE5620,JetBlue,LAS,DEN,2024-05-22 00:02,2024-05-22 01:09,2024-05-22 03:24,2024-05-22 03:56,2024-05-18,Saturday,2947,Thunderstorm,67
DE2827,Delta,BOS,MCO,2024-05-04 16:28,2024-05-04 16:51,2024-05-04 18:06,2024-05-04 19:00,2024-05-11,Saturday,1257,Snow,23
UN9185,United,LAX,MIA,2024-05-09 00:01,2024-05-09 01:20,2024-05-09 05:15,2024-05-09 05:16,2024-05-28,Tuesday,932,Clear,79
UN412,United,JFK,BOS,2024-05-20 06:26,2024-05-20 09:16,2024-05-20 10:35,2024-05-20 11:10,2024-05-23,Thursday,2244,Thunderstorm,170
FR9858,Frontier,MCO,BWI,2024-05-12 04:14,2024-05-12 04:40,2024-05-12 09:34,2024-05-12 10:03,2024-05-25,Saturday,1223,Rain,26
UN4127,United,CLT,LAS,2024-05-27 07:19,2024-05-27 08:52,2024-05-27 11:00,2024-05-27 10:46,2024-05-11,Saturday,702,Rain,93
AM6365,American,LAS,MIA,2024-05-22 21:31,2024-05-22 23:27,2024-05-23 00:26,2024-05-23 01:15,2024-05-25,Saturday,1601,Clear,116
SP5525,Spirit,ATL,JFK,2024-05-23 08:46,2024-05-23 10:34,2024-05-23 11:03,2024-05-23 10:51,2024-05-15,Wednesday,682,Snow,108
AM6937,American,BWI,DEN,2024-05-11 15:59,2024-05-11 16:15,2024-05-11 21:23,2024-05-11 21:58,2024-05-29,Wednesday,2891,Snow,16
SO8594,Southwest,IAH,MSP,2024-05-15 09:41,2024-05-15 10:00,2024-05-15 14:30,2024-05-15 15:11,2024-05-19,Sunday,2711,Clear,19
DE2336,Delta,IAH,PHL,2024-05-20 00:35,2024-05-20 01:58,2024-05-20 02:53,2024-05-20 03:08,2024-05-15,Wednesday,2533,Rain,83
AL8484,Alaska,LAS,MIA,2024-05-30 10:52,2024-05-30 13:42,2024-05-30 15:34,2024-05-30 16:29,2024-05-25,Saturday,1137,Thunderstorm,170
DE1944,Delta,LAX,BOS,2024-05-13 00:30,2024-05-13 02:10,2024-05-13 02:50,2024-05-13 03:25,2024-05-20,Monday,904,Rain,100
AM9404,American,LAS,DTW,2024-05-26 08:52,2024-05-26 11:29,2024-05-26 12:31,2024-05-26 13:00,2024-05-20,Monday,2968,Clear,157
AM5143,American,MIA,PHL,2024-05-04 09:17,2024-05-04 10:59,2024-05-04 11:07,2024-05-04 11:18,2024-05-13,Monday,747,Fog,102
SP2243,Spirit,SEA,IAH,2024-05-17 01:25,2024-05-17 02:20,2024-05-17 05:07,2024-05-17 06:06,2024-05-01,Wednesday,2760,Snow,55
FR2009,Frontier,IAH,MIA,2024-05-18 05:55,2024-05-18 06:03,2024-05-18 07:27,2024-05-18 07:29,2024-05-18,Saturday,2017,Rain,8
UN4843,United,BOS,FLL,2024-05-10 15:06,2024-05-10 18:04,2024-05-10 19:50,2024-05-10 20:06,2024-05-13,Monday,2592,Snow,178
DE8555,Delta,LAS,DTW,2024-05-17 19:34,2024-05-17 20:18,2024-05-17 21:12,2024-05-17 21:08,2024-05-24,Friday,1183,Snow,44
JE2355,JetBlue,BOS,LAX,2024-05-16 18:13,2024-05-16 19:25,2024-05-16 22:42,2024-05-16 23:30,2024-05-18,Saturday,1935,Clear,72
FR3757,Frontier,BOS,SFO,2024-05-20 23:19,2024-05-21 01:17,2024-05-21 01:47,2024-05-21 02:37,2024-05-03,Friday,2185,Rain,118
JE8475,JetBlue,ATL,MIA,2024-05-22 12:09,2024-05-22 13:22,2024-05-22 15:29,2024-05-22 15:39,2024-05-21,Tuesday,1414,Snow,73
UN7618,United,DTW,JFK,2024-05-03 23:44,2024-05-03 23:57,2024-05-04 01:19,2024-05-04 01:04,2024-05-08,Wednesday,537,Rain,13
DE5221,Delta,SFO,PHX,2024-05-24 19:17,2024-05-24 19:45,2024-05-24 23:28,2024-05-25 00:04,2024-05-20,Monday,1191,Thunderstorm,28
SP9224,Spirit,ATL,LAS,2024-05-22 20:17,2024-05-22 22:55,2024-05-22 23:05,2024-05-23 00:04,2024-05-05,Sunday,1352,Rain,158
SO1527,Southwest,PHX,LAX,2024-05-28 00:13,2024-05-28 00:50,2024-05-28 04:24,2024-05-28 05:00,2024-05-25,Saturday,1378,Thunderstorm,37
AM6074,American,JFK,SFO,2024-05-09 06:38,2024-05-09 09:38,2024-05-09 08:37,2024-05-09 09:29,2024-05-01,Wednesday,754,Snow,180
DE1572,Delta,MIA,CLT,2024-05-10 14:00,2024-05-10 15:21,2024-05-10 19:04,2024-05-10 19:09,2024-05-10,Friday,2539,Thunderstorm,81
DE7725,Delta,JFK,BWI,2024-05-22 21:51,2024-05-22 22:07,2024-05-23 02:24,2024-05-23 02:51,2024-05-29,Wednesday,2501,Clear,16
SP1699,Spirit,FLL,ATL,2024-05-04 16:20,2024-05-04 18:09,2024-05-04 18:53,2024-05-04 19:05,2024-05-21,Tuesday,388,Thunderstorm,109
AL7477,Alaska,FLL,IAH,2024-05-26 07:12,2024-05-26 08:34,2024-05-26 11:25,2024-05-26 11:23,2024-05-22,Wednesday,431,Snow,82
AM7103,American,JFK,MCO,2024-05-09 06:31,2024-05-09 07:03,2024-05-09 10:31,2024-05-09 10:40,2024-05-13,Monday,1184,Rain,32
FR1730,Frontier,FLL,IAH,2024-05-24 05:43,2024-05-24 08:20,2024-05-24 08:16,2024-05-24 08:18,2024-05-20,Monday,1643,Fog,157
AM540,American,BWI,SEA,2024-05-30 21:43,2024-05-31 00:30,2024-05-31 00:12,2024-05-31 00:22,2024-05-17,Friday,2599,Thunderstorm,167
DE3751,Delta,PHL,ORD,2024-05-30 05:59,2024-05-30 07:46,2024-05-30 10:26,2024-05-30 10:33,2024-05-30,Thursday,655,Snow,107
AL5797,Alaska,MCO,MIA,2024-05-17 13:08,2024-05-17 14:19,2024-05-17 14:40,2024-05-17 15:11,2024-05-25,Saturday,1969,Thunderstorm,71
JE1205,JetBlue,SFO,BWI,2024-05-03 16:19,2024-05-03 17:33,2024-05-03 21:54,2024-05-03 22:01,2024-05-12,Sunday,1229,Fog,74
SP2890,Spirit,PHX,ATL,2024-05-04 10:56,2024-05-04 13:25,2024-05-04 15:30,2024-05-04 16:20,2024-05-13,Monday,830,Clear,149
FR5023,Frontier,MIA,PHX,2024-05-24 19:26,2024-05-24 19:27,2024-05-25 01:18,2024-05-25 01:45,2024-05-11,Saturday,1834,Thunderstorm,1
FR2633,Frontier,LAX,IAH,2024-05-30 13:36,2024-05-30 15:31,2024-05-30 18:36,2024-05-30 18:55,2024-05-22,Wednesday,564,Fog,115
AL8662,Alaska,FLL,IAH,2024-05-19 14:18,2024-05-19 14:20,2024-05-19 16:55,2024-05-19 17:12,2024-05-30,Thursday,889,Snow,2
AM6273,American,BWI,ATL,2024-05-10 19:38,2024-05-10 21:42,2024-05-10 21:21,2024-05-10 21:56,2024-05-02,Thursday,506,Fog,124
SP1173,Spirit,ORD,DEN,2024-05-12 12:37,2024-05-12 14:56,2024-05-12 15:00,2024-05-12 15:32,2024-05-05,Sunday,1215,Snow,139
AL4197,Alaska,SEA,DTW,2024-05-20 11:44,2024-05-20 13:04,2024-05-20 16:57,2024-05-20 17:47,2024-05-08,Wednesday,2264,Snow,80
UN467,United,CLT,DTW,2024-05-04 23:16,2024-05-05 00:52,2024-05-05 04:57,2024-05-05 05:43,2024-05-09,Thursday,2334,Rain,96
AL4358,Alaska,IAH,JFK,2024-05-29 22:20,2024-05-30 01:17,2024-05-30 01:05,2024-05-30 01:24,2024-05-14,Tuesday,2125,Snow,177
UN7357,United,MSP,DFW,2024-05-02 18:28,2024-05-02 20:52,2024-05-02 22:25,2024-05-02 23:20,2024-05-24,Friday,961,Clear,144
SO3956,Southwest,DEN,ATL,2024-05-10 21:12,2024-05-10 22:42,2024-05-11 01:50,2024-05-11 01:46,2024-05-08,Wednesday,985,Thunderstorm,90
FR778,Frontier,FLL,CLT,2024-05-24 19:32,2024-05-24 21:56,2024-05-24 22:52,2024-05-24 23:40,2024-05-07,Tuesday,1778,Rain,144
SO7176,Southwest,DFW,ORD,2024-05-18 09:01,2024-05-18 10:52,2024-05-18 13:48,2024-05-18 14:46,2024-05-03,Friday,2485,Thunderstorm,111
AM7403,American,FLL,SFO,2024-05-09 09:09,2024-05-09 10:08,2024-05-09 12:59,2024-05-09 13:42,2024-05-22,Wednesday,1274,Rain,59
SP8435,Spirit,DTW,ORD,2024-05-30 11:08,2024-05-30 13:24,2024-05-30 14:10,2024-05-30 14:05,2024-05-29,Wednesday,1215,Thunderstorm,136
JE7058,JetBlue,LAS,ATL,2024-05-15 16:28,2024-05-15 19:10,2024-05-15 18:03,2024-05-15 18:49,2024-05-27,Monday,1508,Snow,162
SO4174,Southwest,BWI,MIA,2024-05-26 15:02,2024-05-26 16:43,2024-05-26 19:59,2024-05-26 20:23,2024-05-29,Wednesday,2357,Fog,101
UN1596,United,CLT,FLL,2024-05-19 08:17,2024-05-19 08:51,2024-05-19 13:36,2024-05-19 14:14,2024-05-19,Sunday,846,Snow,34
DE2955,Delta,PHX,DTW,2024-05-03 14:57,2024-05-03 15:28,2024-05-03 18:02,2024-05-03 18:30,2024-05-29,Wednesday,796,Clear,31
JE5361,JetBlue,LAS,MCO,2024-05-10 03:45,2024-05-10 06:05,2024-05-10 06:24,2024-05-10 06:22,2024-05-28,Tuesday,1316,Rain,140
SO7891,Southwest,DTW,PHX,2024-05-10 20:13,2024-05-10 20:41,2024-05-10 22:10,2024-05-10 23:05,2024-05-14,Tuesday,1247,Fog,28
AM656,American,DFW,DEN,2024-05-13 19:49,2024-05-13 21:45,2024-05-13 20:50,2024-05-13 20:47,2024-05-18,Saturday,2161,Clear,116
AM5437,American,ATL,DFW,2024-05-27 22:52,2024-05-28 01:36,2024-05-28 00:01,2024-05-28 00:17,2024-05-24,Friday,2859,Clear,164
AL8034,Alaska,ATL,PHL,2024-05-08 15:53,2024-05-08 18:53,2024-05-08 17:02,2024-05-08 17:18,2024-05-16,Thursday,2188,Thunderstorm,180
SO9480,Southwest,MIA,DFW,2024-05-08 06:36,2024-05-08 08:18,2024-05-08 11:49,2024-05-08 12:05,2024-05-19,Sunday,1217,Snow,102
UN367,United,LAS,CLT,2024-05-27 03:20,2024-05-27 05:28,2024-05-27 05:36,2024-05-27 05:54,2024-05-29,Wednesday,986,Rain,128
AM1015,American,PHX,IAH,2024-05-10 00:10,2024-05-10 01:22,2024-05-10 03:12,2024-05-10 03:09,2024-05-05,Sunday,1120,Fog,72
UN6361,United,JFK,PHL,2024-05-21 10:31,2024-05-21 11:07,2024-05-21 13:43,2024-05-21 13:40,2024-05-15,Wednesday,2080,Fog,36
SP5044,Spirit,ATL,LAS,2024-05-30 04:41,2024-05-30 07:36,2024-05-30 06:46,2024-05-30 06:59,2024-05-26,Sunday,1140,Clear,175
FR648,Frontier,LAS,DEN,2024-05-23 23:09,2024-05-24 01:12,2024-05-24 02:29,2024-05-24 03:24,2024-05-29,Wednesday,272,Fog,123
JE7820,JetBlue,CLT,PHL,2024-05-18 03:46,2024-05-18 04:22,2024-05-18 08:56,2024-05-18 09:00,2024-05-02,Thursday,2631,Clear,36
FR8554,Frontier,PHL,SEA,2024-05-07 04:32,2024-05-07 05:42,2024-05-07 10:17,2024-05-07 10:06,2024-05-14,Tuesday,1438,Fog,70
SP6050,Spirit,FLL,BOS,2024-05-11 03:17,2024-05-11 05:34,2024-05-11 08:38,2024-05-11 09:04,2024-05-17,Friday,2902,Clear,137
FR1533,Frontier,PHX,FLL,2024-05-19 14:40,2024-05-19 15:21,2024-05-19 16:38,2024-05-19 16:28,2024-05-14,Tuesday,376,Thunderstorm,41
SP2334,Spirit,MIA,BOS,2024-05-29 16:15,2024-05-29 16:45,2024-05-29 17:16,2024-05-29 17:50,2024-05-10,Friday,1833,Fog,30
AM9461,American,PHX,MSP,2024-05-30 08:48,2024-05-30 11:40,2024-05-30 09:59,2024-05-30 10:11,2024-05-10,Friday,2065,Rain,172
UN7626,United,BOS,MCO,2024-05-15 00:36,2024-05-15 01:32,2024-05-15 05:02,2024-05-15 05:16,2024-05-07,Tuesday,596,Snow,56
UN290,United,FLL,PHX,2024-05-12 16:25,2024-05-12 16:39,2024-05-12 18:43,2024-05-12 19:20,2024-05-27,Monday,2472,Snow,14
AL6756,Alaska,DEN,DFW,2024-05-22 12:23,2024-05-22 15:01,2024-05-22 14:50,2024-05-22 14:49,2024-05-09,Thursday,2116,Clear,158
FR5950,Frontier,ATL,JFK,2024-05-17 18:10,2024-05-17 18:33,2024-05-17 23:02,2024-05-17 22:57,2024-05-30,Thursday,802,Clear,23
JE4277,JetBlue,DFW,LAX,2024-05-30 21:03,2024-05-30 22:24,2024-05-31 02:45,2024-05-31 02:42,2024-05-13,Monday,1481,Snow,81
SO8521,Southwest,BWI,DFW,2024-05-07 17:00,2024-05-07 18:08,2024-05-07 19:08,2024-05-07 19:26,2024-05-16,Thursday,2942,Thunderstorm,68
DE7124,Delta,MSP,SEA,2024-05-21 22:02,2024-05-21 22:41,2024-05-22 00:48,2024-05-22 00:35,2024-05-15,Wednesday,1766,Thunderstorm,39
AM6445,American,IAH,LAX,2024-05-27 22:03,2024-05-27 23:30,2024-05-28 01:56,2024-05-28 01:42,2024-05-28,Tuesday,1956,Clear,87
DE9955,Delta,BOS,MSP,2024-05-09 13:50,2024-05-09 15:34,2024-05-09 17:25,2024-05-09 17:39,2024-05-27,Monday,1939,Rain,104
SP7746,Spirit,IAH,FLL,2024-05-06 11:51,2024-05-06 14:18,2024-05-06 16:16,2024-05-06 16:58,2024-05-22,Wednesday,2728,Rain,147
UN7747,United,FLL,IAH,2024-05-09 09:12,2024-05-09 09:47,2024-05-09 13:52,2024-05-09 13:55,2024-05-15,Wednesday,1367,Thunderstorm,35
DE2950,Delta,PHX,SFO,2024-05-06 22:22,2024-05-06 23:43,2024-05-07 01:46,2024-05-07 02:26,2024-05-05,Sunday,1785,Rain,81
SP3722,Spirit,PHX,SFO,2024-05-03 07:16,2024-05-03 07:21,2024-05-03 12:34,2024-05-03 12:46,2024-05-21,Tuesday,802,Snow,5
FR7787,Frontier,FLL,LAX,2024-05-19 16:59,2024-05-19 19:50,2024-05-19 18:28,2024-05-19 18:15,2024-05-05,Sunday,2617,Thunderstorm,171
DE4827,Delta,SFO,JFK,2024-05-23 07:31,2024-05-23 07:34,2024-05-23 09:18,2024-05-23 10:13,2024-05-07,Tuesday,2610,Snow,3
SO7010,Southwest,LAS,FLL,2024-05-23 14:31,2024-05-23 14:52,2024-05-23 18:42,2024-05-23 18:44,2024-05-13,Monday,388,Snow,21
DE7136,Delta,PHL,IAH,2024-05-29 16:39,2024-05-29 16:55,2024-05-29 21:39,2024-05-29 21:27,2024-05-30,Thursday,2600,Rain,16
FR7556,Frontier,ORD,CLT,2024-05-05 20:45,2024-05-05 20:48,2024-05-06 01:07,2024-05-06 01:01,2024-05-05,Sunday,946,Clear,3
JE4964,JetBlue,ATL,MCO,2024-05-20 07:39,2024-05-20 08:04,2024-05-20 09:30,2024-05-20 10:28,2024-05-17,Friday,1973,Snow,25
AL4816,Alaska,BWI,CLT,2024-05-23 19:19,2024-05-23 21:00,2024-05-24 00:24,2024-05-24 01:06,2024-05-03,Friday,279,Clear,101
SP9755,Spirit,IAH,BOS,2024-05-16 20:43,2024-05-16 21:36,2024-05-17 01:32,2024-05-17 02:31,2024-05-04,Saturday,2135,Rain,53
SP8748,Spirit,MSP,LAS,2024-05-12 00:02,2024-05-12 00:28,2024-05-12 02:05,2024-05-12 01:52,2024-05-17,Friday,1458,Fog,26
JE867,JetBlue,DEN,IAH,2024-05-07 01:00,2024-05-07 02:48,2024-05-07 03:28,2024-05-07 03:45,2024-05-15,Wednesday,1235,Rain,108
SO7238,Southwest,SEA,LAS,2024-05-19 04:32,2024-05-19 05:01,2024-05-19 08:15,2024-05-19 09:06,2024-05-29,Wednesday,2833,Thunderstorm,29
FR8553,Frontier,BWI,SEA,2024-05-10 09:44,2024-05-10 10:17,2024-05-10 11:56,2024-05-10 12:14,2024-05-29,Wednesday,2542,Thunderstorm,33
SO546,Southwest,BWI,CLT,2024-05-20 12:19,2024-05-20 14:27,2024-05-20 16:10,2024-05-20 16:23,2024-05-24,Friday,841,Fog,128
DE4114,Delta,DEN,DFW,2024-05-11 18:37,2024-05-11 19:33,2024-05-12 00:10,2024-05-12 00:21,2024-05-27,Monday,1800,Thunderstorm,56
FR9371,Frontier,DFW,BOS,2024-05-09 21:52,2024-05-09 22:06,2024-05-09 23:48,2024-05-10 00:27,2024-05-03,Friday,604,Snow,14
UN3677,United,LAS,ATL,2024-05-07 14:02,2024-05-07 14:51,2024-05-07 17:28,2024-05-07 18:05,2024-05-16,Thursday,1720,Snow,49
SO1646,Southwest,SFO,LAX,2024-05-16 02:58,2024-05-16 03:02,2024-05-16 05:31,2024-05-16 06:26,2024-05-30,Thursday,580,Snow,4
SP1205,Spirit,IAH,CLT,2024-05-30 00:38,2024-05-30 00:41,2024-05-30 04:07,2024-05-30 05:07,2024-05-01,Wednesday,2581,Rain,3
SO1347,Southwest,DFW,ATL,2024-05-19 23:37,2024-05-20 01:16,2024-05-20 04:46,2024-05-20 04:52,2024-05-10,Friday,2523,Snow,99
DE2752,Delta,IAH,LAX,2024-05-04 11:28,2024-05-04 14:03,2024-05-04 15:55,2024-05-04 16:10,2024-05-05,Sunday,1030,Clear,155
FR6125,Frontier,ATL,LAS,2024-05-17 21:39,2024-05-17 23:19,2024-05-18 02:06,2024-05-18 02:06,2024-05-15,Wednesday,2108,Fog,100
SP7839,Spirit,PHL,LAX,2024-05-14 04:44,2024-05-14 06:39,2024-05-14 06:36,2024-05-14 07:17,2024-05-22,Wednesday,565,Thunderstorm,115
FR2262,Frontier,IAH,JFK,2024-05-10 06:57,2024-05-10 06:59,2024-05-10 12:46,2024-05-10 12:38,2024-05-08,Wednesday,2371,Rain,2
JE1609,JetBlue,LAS,ATL,2024-05-02 18:58,2024-05-02 19:56,2024-05-02 23:58,2024-05-03 00:40,2024-05-19,Sunday,470,Rain,58
UN1033,United,DFW,MCO,2024-05-23 13:54,2024-05-23 15:04,2024-05-23 18:04,2024-05-23 18:23,2024-05-15,Wednesday,2694,Rain,70
JE4442,JetBlue,MCO,BWI,2024-05-19 01:48,2024-05-19 03:42,2024-05-19 07:30,2024-05-19 07:26,2024-05-19,Sunday,1089,Rain,114
JE2384,JetBlue,DTW,ORD,2024-05-23 23:25,2024-05-24 00:45,2024-05-24 04:41,2024-05-24 05:12,2024-05-05,Sunday,283,Snow,80
SO4050,Southwest,IAH,SFO,2024-05-08 13:05,2024-05-08 14:19,2024-05-08 16:45,2024-05-08 17:28,2024-05-05,Sunday,501,Clear,74
AM8634,American,MSP,ATL,2024-05-08 06:47,2024-05-08 09:01,2024-05-08 09:00,2024-05-08 09:13,2024-05-02,Thursday,512,Thunderstorm,134
SO3589,Southwest,SEA,IAH,2024-05-23 04:49,2024-05-23 06:32,2024-05-23 09:06,2024-05-23 09:34,2024-05-03,Friday,1908,Fog,103
AM4816,American,LAS,ORD,2024-05-24 03:13,2024-05-24 03:38,2024-05-24 07:37,2024-05-24 07:24,2024-05-06,Monday,1967,Snow,25
AL9724,Alaska,ATL,DFW,2024-05-05 07:52,2024-05-05 09:49,2024-05-05 11:10,2024-05-05 10:59,2024-05-27,Monday,1826,Rain,117
JE7748,JetBlue,PHX,JFK,2024-05-19 14:38,2024-05-19 17:05,2024-05-19 17:31,2024-05-19 17:41,2024-05-28,Tuesday,2209,Thunderstorm,147
UN1868,United,MIA,BOS,2024-05-29 10:52,2024-05-29 12:47,2024-05-29 14:13,2024-05-29 14:07,2024-05-21,Tuesday,221,Thunderstorm,115
SO898,Southwest,LAS,DFW,2024-05-03 23:53,2024-05-04 00:30,2024-05-04 02:29,2024-05-04 02:42,2024-05-06,Monday,1265,Fog,37
AM1023,American,DTW,ATL,2024-05-25 03:31,2024-05-25 04:55,2024-05-25 05:51,2024-05-25 06:49,2024-05-06,Monday,920,Thunderstorm,84
DE7309,Delta,DFW,JFK,2024-05-28 14:32,2024-05-28 15:50,2024-05-28 16:54,2024-05-28 17:02,2024-05-24,Friday,2445,Snow,78
UN9412,United,SFO,DTW,2024-05-16 02:54,2024-05-16 03:03,2024-05-16 06:31,2024-05-16 07:09,2024-05-29,Wednesday,1639,Rain,9
AM1766,American,MIA,BOS,2024-05-03 09:56,2024-05-03 12:46,2024-05-03 14:14,2024-05-03 14:35,2024-05-23,Thursday,1905,Clear,170
SO9697,Southwest,MCO,ORD,2024-05-06 14:27,2024-05-06 16:12,2024-05-06 16:25,2024-05-06 17:01,2024-05-26,Sunday,759,Clear,105
UN1531,United,ATL,LAX,2024-05-04 18:27,2024-05-04 20:28,2024-05-04 22:58,2024-05-04 23:53,2024-05-12,Sunday,1203,Clear,121
AL1324,Alaska,SEA,PHL,2024-05-04 05:52,2024-05-04 07:09,2024-05-04 09:45,2024-05-04 09:30,2024-05-18,Saturday,2216,Fog,77
SP3203,Spirit,IAH,PHL,2024-05-15 02:57,2024-05-15 05:56,2024-05-15 08:47,2024-05-15 09:19,2024-05-06,Monday,2736,Clear,179
AM8957,American,MSP,DTW,2024-05-18 13:53,2024-05-18 13:58,2024-05-18 16:54,2024-05-18 17:37,2024-05-09,Thursday,1246,Rain,5
DE964,Delta,SEA,CLT,2024-05-07 18:28,2024-05-07 19:35,2024-05-07 22:19,2024-05-07 22:24,2024-05-09,Thursday,561,Fog,67
JE4884,JetBlue,MSP,JFK,2024-05-05 19:24,2024-05-05 22:01,2024-05-05 21:27,2024-05-05 21:21,2024-05-29,Wednesday,2202,Clear,157
AM2324,American,DEN,IAH,2024-05-08 10:25,2024-05-08 12:34,2024-05-08 15:48,2024-05-08 15:52,2024-05-25,Saturday,1693,Snow,129
DE4907,Delta,MSP,MCO,2024-05-16 14:55,2024-05-16 15:42,2024-05-16 17:06,2024-05-16 17:49,2024-05-27,Monday,1684,Snow,47
SO1387,Southwest,SEA,ATL,2024-05-23 02:35,2024-05-23 04:40,2024-05-23 06:15,2024-05-23 06:18,2024-05-29,Wednesday,1613,Snow,125
UN4660,United,CLT,BOS,2024-05-11 23:17,2024-05-12 00:16,2024-05-12 01:47,2024-05-12 02:30,2024-05-04,Saturday,651,Thunderstorm,59
FR1235,Frontier,IAH,SEA,2024-05-16 17:15,2024-05-16 18:26,2024-05-16 19:59,2024-05-16 20:23,2024-05-02,Thursday,2747,Thunderstorm,71
DE2346,Delta,FLL,BOS,2024-05-13 10:43,2024-05-13 11:14,2024-05-13 13:44,2024-05-13 14:03,2024-05-16,Thursday,2847,Fog,31
JE3967,JetBlue,MCO,LAS,2024-05-21 10:32,2024-05-21 12:47,2024-05-21 13:35,2024-05-21 13:30,2024-05-24,Friday,1153,Snow,135
SO3678,Southwest,ATL,MIA,2024-05-17 04:11,2024-05-17 06:36,2024-05-17 05:41,2024-05-17 06:01,2024-05-04,Saturday,1136,Thunderstorm,145
UN6985,United,DEN,ORD,2024-05-23 09:04,2024-05-23 09:32,2024-05-23 10:15,2024-05-23 10:45,2024-05-15,Wednesday,2479,Snow,28
SP4556,Spirit,DTW,BWI,2024-05-28 12:22,2024-05-28 13:05,2024-05-28 18:10,2024-05-28 18:49,2024-05-29,Wednesday,2453,Fog,43
UN730,United,SEA,SFO,2024-05-07 22:24,2024-05-07 22:33,2024-05-08 04:20,2024-05-08 04:24,2024-05-11,Saturday,1219,Clear,9
SO4707,Southwest,SFO,SEA,2024-05-18 12:18,2024-05-18 14:46,2024-05-18 16:35,2024-05-18 17:13,2024-05-13,Monday,1271,Fog,148
DE9182,Delta,IAH,PHX,2024-05-05 08:53,2024-05-05 10:11,2024-05-05 13:53,2024-05-05 14:40,2024-05-03,Friday,2138,Fog,78
DE4131,Delta,ORD,MCO,2024-05-30 17:38,2024-05-30 19:00,2024-05-30 23:26,2024-05-31 00:16,2024-05-28,Tuesday,2967,Clear,82
JE1391,JetBlue,JFK,MIA,2024-05-12 10:20,2024-05-12 12:32,2024-05-12 12:45,2024-05-12 13:01,2024-05-16,Thursday,529,Fog,132
AM1115,American,MCO,IAH,2024-05-05 12:53,2024-05-05 14:43,2024-05-05 16:07,2024-05-05 16:09,2024-05-01,Wednesday,657,Fog,110
AM4879,American,MIA,LAS,2024-05-23 00:01,2024-05-23 00:18,2024-05-23 01:53,2024-05-23 02:52,2024-05-26,Sunday,2571,Clear,17
DE204,Delta,BOS,DFW,2024-05-02 17:06,2024-05-02 18:00,2024-05-02 19:09,2024-05-02 19:28,2024-05-14,Tuesday,2692,Rain,54
JE1065,JetBlue,CLT,SFO,2024-05-25 12:19,2024-05-25 14:17,2024-05-25 17:34,2024-05-25 18:33,2024-05-09,Thursday,1709,Fog,118
DE5933,Delta,LAS,DFW,2024-05-30 06:01,2024-05-30 06:21,2024-05-30 09:27,2024-05-30 09:24,2024-05-08,Wednesday,2594,Fog,20
SP7497,Spirit,DFW,MCO,2024-05-20 06:03,2024-05-20 06:34,2024-05-20 08:22,2024-05-20 09:06,2024-05-16,Thursday,546,Rain,31
FR2239,Frontier,IAH,DFW,2024-05-09 03:57,2024-05-09 05:27,2024-05-09 05:05,2024-05-09 04:54,2024-05-01,Wednesday,2644,Fog,90
AL1549,Alaska,DEN,MIA,2024-05-20 00:15,2024-05-20 02:01,2024-05-20 04:12,2024-05-20 04:12,2024-05-19,Sunday,2160,Snow,106
FR284,Frontier,LAX,DEN,2024-05-11 13:17,2024-05-11 14:32,2024-05-11 15:30,2024-05-11 16:02,2024-05-26,Sunday,2714,Clear,75
JE6921,JetBlue,BWI,PHL,2024-05-13 05:44,2024-05-13 07:21,2024-05-13 07:30,2024-05-13 08:02,2024-05-28,Tuesday,2733,Rain,97
AL2391,Alaska,ORD,BOS,2024-05-15 14:42,2024-05-15 15:03,2024-05-15 20:03,2024-05-15 20:50,2024-05-12,Sunday,2290,Fog,21
SP292,Spirit,DEN,MCO,2024-05-23 10:05,2024-05-23 12:27,2024-05-23 12:15,2024-05-23 12:17,2024-05-26,Sunday,2945,Clear,142
AL7767,Alaska,LAX,PHL,2024-05-27 04:19,2024-05-27 05:06,2024-05-27 10:08,2024-05-27 10:42,2024-05-06,Monday,2637,Snow,47
DE7393,Delta,SEA,JFK,2024-05-15 17:55,2024-05-15 19:15,2024-05-15 21:11,2024-05-15 21:54,2024-05-16,Thursday,1610,Clear,80
JE7224,JetBlue,ATL,CLT,2024-05-12 10:48,2024-05-12 11:50,2024-05-12 11:59,2024-05-12 12:34,2024-05-08,Wednesday,1563,Fog,62
AM4814,American,DTW,JFK,2024-05-01 18:07,2024-05-01 18:38,2024-05-01 21:48,2024-05-01 22:30,2024-05-16,Thursday,1267,Thunderstorm,31
UN1082,United,DTW,MSP,2024-05-24 10:35,2024-05-24 10:58,2024-05-24 14:50,2024-05-24 15:10,2024-05-13,Monday,2254,Clear,23
FR9434,Frontier,MCO,DFW,2024-05-20 17:23,2024-05-20 19:51,2024-05-20 19:24,2024-05-20 19:45,2024-05-13,Monday,2561,Clear,148
AM2155,American,FLL,MCO,2024-05-08 06:08,2024-05-08 07:47,2024-05-08 08:30,2024-05-08 09:03,2024-05-26,Sunday,2535,Rain,99
SO8130,Southwest,BWI,IAH,2024-05-29 22:11,2024-05-29 22:41,2024-05-30 01:41,2024-05-30 01:28,2024-05-08,Wednesday,1584,Rain,30
AM1265,American,FLL,ORD,2024-05-16 14:14,2024-05-16 16:44,2024-05-16 16:55,2024-05-16 17:10,2024-05-08,Wednesday,1856,Thunderstorm,150
